node_id	node_name	node_kind
Gene::125206	SLC5A10	Gene
Gene::57609	DIP2B	Gene
Gene::3476	IGBP1	Gene
Gene::100037417	DDTL	Gene
Gene::50615	IL21R	Gene
Gene::55212	BBS7	Gene
Gene::51704	GPRC5B	Gene
Gene::5763	PTMS	Gene
Gene::3283	HSD3B1	Gene
Gene::79616	CCNJL	Gene
Gene::1033	CDKN3	Gene
Gene::4625	MYH7	Gene
Gene::160335	TMTC2	Gene
Gene::163859	SDE2	Gene
Gene::10954	PDIA5	Gene
Gene::5987	TRIM27	Gene
Gene::285429	DCAF4L1	Gene
Gene::9630	GNA14	Gene
Gene::22931	RAB18	Gene
Gene::51727	CMPK1	Gene
Gene::7772	ZNF229	Gene
Gene::84897	TBRG1	Gene
Gene::51097	SCCPDH	Gene
Gene::1633	DCK	Gene
Gene::71	ACTG1	Gene
Gene::23768	FLRT2	Gene
Gene::2212	FCGR2A	Gene
Gene::6050	RNH1	Gene
Gene::5692	PSMB4	Gene
Pathway::PC7_1558	Acyl chain remodelling of PC	Pathway
Gene::51603	METTL13	Gene
Gene::151516	ASPRV1	Gene
Gene::23177	CEP68	Gene
Gene::8840	WISP1	Gene
Gene::29890	RBM15B	Gene
Pathway::PC7_4770	Interconversion of polyamines	Pathway
Gene::4246	SCGB2A1	Gene
Gene::170954	PPP1R18	Gene
Gene::607	BCL9	Gene
Gene::221223	CES5A	Gene
Gene::152586	MGAT4D	Gene
Gene::51156	SERPINA10	Gene
Gene::6139	RPL17	Gene
Gene::4860	PNP	Gene
Gene::80789	INTS5	Gene
Gene::5137	PDE1C	Gene
Gene::5831	PYCR1	Gene
Gene::127829	ARL8A	Gene
Gene::55	ACPP	Gene
Gene::4293	MAP3K9	Gene
Gene::4074	M6PR	Gene
Gene::29882	ANAPC2	Gene
Gene::8527	DGKD	Gene
Gene::861	RUNX1	Gene
Pathway::WP710_r79974	DNA Damage Response (only ATM dependent)	Pathway
Gene::148113	CILP2	Gene
Pathway::PC7_1672	Antigen processing: Ubiquitination & Proteasome degradation	Pathway
Gene::50649	ARHGEF4	Gene
Gene::84968	PNMA6A	Gene
Gene::10572	SIVA1	Gene
Gene::4012	LNPEP	Gene
Pathway::PC7_4657	IRE1alpha activates chaperones	Pathway
Gene::54918	CMTM6	Gene
Gene::64801	ARV1	Gene
Gene::1139	CHRNA7	Gene
Gene::91319	DERL3	Gene
Gene::400120	SERTM1	Gene
Gene::3918	LAMC2	Gene
Gene::126353	MISP	Gene
Gene::65250	C5orf42	Gene
Gene::23593	HEBP2	Gene
Gene::79447	PAGR1	Gene
Gene::1081	CGA	Gene
Gene::386617	KCTD8	Gene
Gene::10226	PLIN3	Gene
Gene::8665	EIF3F	Gene
Gene::10785	WDR4	Gene
Gene::8856	NR1I2	Gene
Gene::333	APLP1	Gene
Gene::56100	PCDHGB6	Gene
Gene::23464	GCAT	Gene
Gene::54363	HAO1	Gene
Gene::8417	STX7	Gene
Pathway::PC7_6508	Plasmalogen biosynthesis	Pathway
Gene::3050	HBZ	Gene
Gene::56155	TEX14	Gene
Gene::7571	ZNF23	Gene
Gene::79794	C12orf49	Gene
Gene::4589	MUC7	Gene
Gene::11344	TWF2	Gene
Gene::9790	BMS1	Gene
Gene::8743	TNFSF10	Gene
Gene::128312	HIST3H2BB	Gene
Gene::83742	MARVELD1	Gene
Pathway::PC7_12280	p75 NTR receptor-mediated signalling	Pathway
Gene::119016	AGAP4	Gene
Gene::135948	OR2F2	Gene
Gene::51196	PLCE1	Gene
Gene::513	ATP5D	Gene
Gene::339976	TRIML1	Gene
Gene::3787	KCNS1	Gene
Gene::10868	USP20	Gene
Gene::64840	PORCN	Gene
Gene::79663	HSPBAP1	Gene
Gene::55692	LUC7L	Gene
Gene::64787	EPS8L2	Gene
Gene::4326	MMP17	Gene
Gene::10888	GPR83	Gene
Gene::10914	PAPOLA	Gene
Gene::11336	EXOC3	Gene
Gene::57473	ZNF512B	Gene
Gene::220296	HEPACAM	Gene
Gene::23508	TTC9	Gene
Gene::9403	SEP15	Gene
Gene::6910	TBX5	Gene
Gene::1429	CRYZ	Gene
Gene::8507	ENC1	Gene
Gene::3426	CFI	Gene
Pathway::PC7_2624	Class I PI3K signaling events	Pathway
Pathway::PC7_1696	Arf6 downstream pathway	Pathway
Gene::786	CACNG1	Gene
Gene::5649	RELN	Gene
Gene::90589	ZNF625	Gene
Gene::55585	UBE2Q1	Gene
Gene::3551	IKBKB	Gene
Gene::28958	COA3	Gene
Pathway::PC7_2669	Collagen degradation	Pathway
Gene::100506012	PPP5D1	Gene
Gene::221092	HNRNPUL2	Gene
Gene::239	ALOX12	Gene
Gene::5802	PTPRS	Gene
Gene::283297	OR10A4	Gene
Gene::51174	TUBD1	Gene
Gene::57703	CWC22	Gene
Gene::170082	TCEANC	Gene
Gene::56478	EIF4ENIF1	Gene
Gene::60496	AASDHPPT	Gene
Gene::9455	HOMER2	Gene
Gene::79029	SPATA5L1	Gene
Gene::402317	OR2A42	Gene
Gene::55540	IL17RB	Gene
Gene::23216	TBC1D1	Gene
Gene::2067	ERCC1	Gene
Gene::6909	TBX2	Gene
Gene::23170	TTLL12	Gene
Gene::5475	PPEF1	Gene
Gene::51647	FAM96B	Gene
Gene::2002	ELK1	Gene
Gene::64080	RBKS	Gene
Gene::84333	PCGF5	Gene
Gene::9655	SOCS5	Gene
Gene::23019	CNOT1	Gene
Gene::138474	TAF1L	Gene
Gene::4898	NRD1	Gene
Pathway::PC7_4414	HS-GAG biosynthesis	Pathway
Gene::3976	LIF	Gene
Gene::8482	SEMA7A	Gene
Gene::58529	MYOZ1	Gene
Gene::117246	FTSJ3	Gene
Gene::9166	EBAG9	Gene
Gene::27338	UBE2S	Gene
Gene::27034	ACAD8	Gene
Gene::23529	CLCF1	Gene
Gene::9910	RABGAP1L	Gene
Gene::56262	LRRC8A	Gene
Gene::23228	PLCL2	Gene
Gene::85453	TSPYL5	Gene
Gene::127069	OR2T10	Gene
Gene::54457	TAF7L	Gene
Gene::2218	FKTN	Gene
Pathway::PC7_8322	Transcriptional activation of cell cycle inhibitor p21	Pathway
Gene::5836	PYGL	Gene
Gene::286499	FAM133A	Gene
Gene::127062	OR2M3	Gene
Gene::847	CAT	Gene
Gene::1041	CDSN	Gene
Gene::26188	OR1C1	Gene
Gene::5110	PCMT1	Gene
Pathway::PC7_3972	Formation of the ternary complex, and subsequently, the 43S complex	Pathway
Gene::25769	SLC24A2	Gene
Gene::360030	NANOGNB	Gene
Gene::2652	OPN1MW	Gene
Gene::23339	VPS39	Gene
Gene::64328	XPO4	Gene
Gene::793	CALB1	Gene
Gene::79879	CCDC134	Gene
Gene::128653	C20orf141	Gene
Gene::390079	OR52E8	Gene
Gene::139596	UPRT	Gene
Gene::56851	EMC7	Gene
Gene::5653	KLK6	Gene
Gene::84896	ATAD1	Gene
Pathway::PC7_2576	Chylomicron-mediated lipid transport	Pathway
Gene::10541	ANP32B	Gene
Gene::10842	PPP1R17	Gene
Pathway::PC7_5029	Loss of Nlp from mitotic centrosomes	Pathway
Gene::387890	TMEM233	Gene
Gene::51070	NOSIP	Gene
Gene::8190	MIA	Gene
Gene::26239	LCE2B	Gene
Pathway::PC7_8352	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	Pathway
Gene::85363	TRIM5	Gene
Gene::1236	CCR7	Gene
Gene::84925	DIRC2	Gene
Pathway::PC7_6860	Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor	Pathway
Gene::8728	ADAM19	Gene
Gene::10809	STARD10	Gene
Gene::85235	HIST1H2AH	Gene
Pathway::PC7_4970	Lipid and lipoprotein metabolism	Pathway
Gene::51651	PTRH2	Gene
Gene::6118	RPA2	Gene
Gene::23299	BICD2	Gene
Gene::11143	KAT7	Gene
Gene::197021	LCTL	Gene
Gene::57613	KIAA1467	Gene
Gene::91050	CCDC149	Gene
Gene::51780	KDM3B	Gene
Gene::5414	SEPT4	Gene
Gene::2566	GABRG2	Gene
Gene::245927	DEFB113	Gene
Pathway::PC7_2952	DNA Replication Pre-Initiation	Pathway
Gene::26515	TIMM10B	Gene
Gene::3213	HOXB3	Gene
Gene::4134	MAP4	Gene
Gene::390081	OR52E4	Gene
Gene::57510	XPO5	Gene
Gene::55259	CASC1	Gene
Gene::6776	STAT5A	Gene
Gene::7514	XPO1	Gene
Gene::150165	XKR3	Gene
Gene::885	CCK	Gene
Pathway::PC7_4470	Highly sodium permeable acetylcholine nicotinic receptors	Pathway
Gene::8336	HIST1H2AM	Gene
Gene::152137	CCDC50	Gene
Gene::5446	PON3	Gene
Gene::8975	USP13	Gene
Pathway::PC7_5024	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	Pathway
Pathway::PC7_7795	TGF-beta receptor signaling	Pathway
Gene::8625	RFXANK	Gene
Gene::1763	DNA2	Gene
Gene::90736	FAM104B	Gene
Gene::54708	MARCH5	Gene
Gene::441525	SPANXN4	Gene
Gene::51268	PIPOX	Gene
Gene::57180	ACTR3B	Gene
Gene::9479	MAPK8IP1	Gene
Gene::23788	MTCH2	Gene
Gene::57103	TIGAR	Gene
Gene::6788	STK3	Gene
Pathway::WP167_r82702	Eicosanoid Synthesis	Pathway
Gene::751071	METTL12	Gene
Gene::6648	SOD2	Gene
Gene::85359	DGCR6L	Gene
Gene::9179	AP4M1	Gene
Gene::5894	RAF1	Gene
Gene::338917	VSX2	Gene
Gene::25814	ATXN10	Gene
Gene::26608	TBL2	Gene
Gene::83460	EMC6	Gene
Gene::10464	PIBF1	Gene
Gene::57118	CAMK1D	Gene
Gene::92609	TIMM50	Gene
Gene::25839	COG4	Gene
Gene::63978	PRDM14	Gene
Pathway::PC7_8346	Transport of Mature mRNAs Derived from Intronless Transcripts	Pathway
Gene::7162	TPBG	Gene
Gene::5207	PFKFB1	Gene
Gene::150946	GAREML	Gene
Gene::116113	FOXP4	Gene
Pathway::PC7_6939	Resolution of D-loop structures	Pathway
Gene::4066	LYL1	Gene
Gene::51807	TUBA8	Gene
Gene::3881	KRT31	Gene
Pathway::PC7_1994	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	Pathway
Gene::81856	ZNF611	Gene
Gene::245908	DEFB105A	Gene
Gene::353515	XKRY2	Gene
Gene::57639	CCDC146	Gene
Gene::29888	STRN4	Gene
Pathway::PC7_1689	Apoptotic execution phase	Pathway
Gene::857	CAV1	Gene
Pathway::PC7_2301	CHL1 interactions	Pathway
Gene::2049	EPHB3	Gene
Gene::165140	OXER1	Gene
Gene::1998	ELF2	Gene
Gene::5445	PON2	Gene
Gene::25961	NUDT13	Gene
Gene::4707	NDUFB1	Gene
Gene::7700	ZNF141	Gene
Gene::56917	MEIS3	Gene
Gene::54957	TXNL4B	Gene
Gene::7253	TSHR	Gene
Gene::390916	NUDT19	Gene
Gene::221393	ADGRF4	Gene
Pathway::PC7_6596	Processive synthesis on the lagging strand	Pathway
Pathway::PC7_2685	Cooperation of Prefoldin and TriC/CCT in actin and tubulin folding	Pathway
Pathway::WP391_r71373	Mitochondrial Gene Expression	Pathway
Gene::1415	CRYBB2	Gene
Gene::6936	GCFC2	Gene
Gene::84216	TMEM117	Gene
Gene::7089	TLE2	Gene
Gene::898	CCNE1	Gene
Gene::5594	MAPK1	Gene
Pathway::PC7_7048	S6K1 signalling	Pathway
Gene::84146	ZNF644	Gene
Gene::91894	C11orf52	Gene
Gene::7433	VIPR1	Gene
Gene::139760	GPR119	Gene
Gene::79176	FBXL15	Gene
Gene::54205	CYCS	Gene
Gene::6609	SMPD1	Gene
Gene::908	CCT6A	Gene
Gene::253980	KCTD13	Gene
Gene::28972	SPCS1	Gene
Gene::25828	TXN2	Gene
Gene::388753	COA6	Gene
Gene::5891	MOK	Gene
Gene::1381	CRABP1	Gene
Gene::143384	CACUL1	Gene
Gene::10793	ZNF273	Gene
Gene::9496	TBX4	Gene
Gene::4192	MDK	Gene
Gene::342132	ZNF774	Gene
Pathway::PC7_1580	Advanced glycosylation endproduct receptor signaling	Pathway
Gene::5639	PRRG2	Gene
Gene::51108	METTL9	Gene
Gene::55110	MAGOHB	Gene
Gene::11165	NUDT3	Gene
Gene::4359	MPZ	Gene
Gene::8785	MATN4	Gene
Gene::284098	PIGW	Gene
Gene::5079	PAX5	Gene
Gene::79145	CHCHD7	Gene
Gene::121512	FGD4	Gene
Pathway::PC7_5877	Negative regulation of the PI3K/AKT network	Pathway
Gene::5743	PTGS2	Gene
Gene::900	CCNG1	Gene
Pathway::PC7_1582	Agmatine biosynthesis	Pathway
Gene::113201	CASC4	Gene
Gene::27151	CPAMD8	Gene
Gene::3949	LDLR	Gene
Gene::55717	WDR11	Gene
Gene::79064	TMEM223	Gene
Gene::2046	EPHA8	Gene
Gene::9424	KCNK6	Gene
Gene::55571	CNOT11	Gene
Gene::10960	LMAN2	Gene
Gene::80185	TTI2	Gene
Gene::57414	RHBDD2	Gene
Gene::23383	MAU2	Gene
Gene::85569	GALP	Gene
Gene::57047	PLSCR2	Gene
Gene::10516	FBLN5	Gene
Gene::440138	ALG11	Gene
Gene::25820	ARIH1	Gene
Pathway::PC7_6233	PRC2 methylates histones and DNA	Pathway
Gene::56129	PCDHB7	Gene
Gene::29915	HCFC2	Gene
Pathway::PC7_2068	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	Pathway
Gene::338567	KCNK18	Gene
Gene::3605	IL17A	Gene
Gene::55668	GPATCH2L	Gene
Pathway::PC7_8703	Vasopressin-like receptors	Pathway
Gene::118672	PSTK	Gene
Gene::5052	PRDX1	Gene
Gene::55801	IL26	Gene
Gene::1375	CPT1B	Gene
Gene::25776	CBY1	Gene
Gene::341799	OR6S1	Gene
Gene::23158	TBC1D9	Gene
Gene::80818	ZNF436	Gene
Gene::84286	TMEM175	Gene
Pathway::PC7_6045	Oligomerization of connexins into connexons	Pathway
Gene::114897	C1QTNF1	Gene
Gene::3739	KCNA4	Gene
Gene::2550	GABBR1	Gene
Gene::116236	ABHD15	Gene
Gene::22802	CLCA4	Gene
Gene::441273	SPDYE2	Gene
Gene::55173	MRPS10	Gene
Gene::118430	MUCL1	Gene
Gene::3550	IK	Gene
Gene::594857	NPS	Gene
Gene::8243	SMC1A	Gene
Gene::285368	PRRT3	Gene
Gene::1676	DFFA	Gene
Gene::54870	QRICH1	Gene
Pathway::WP185_r80036	Integrin-mediated Cell Adhesion	Pathway
Gene::8793	TNFRSF10D	Gene
Gene::132	ADK	Gene
Gene::90141	EFCAB11	Gene
Gene::4686	NCBP1	Gene
Gene::3576	CXCL8	Gene
Gene::56659	KCNK13	Gene
Pathway::PC7_1815	Assembly of the RAD51-ssDNA nucleoprotein complex	Pathway
Gene::2981	GUCA2B	Gene
Gene::27434	POLM	Gene
Gene::91526	ANKRD44	Gene
Gene::57821	CCDC181	Gene
Gene::84247	LDOC1L	Gene
Gene::60686	C14orf93	Gene
Gene::7178	TPT1	Gene
Gene::51530	ZC3HC1	Gene
Gene::3419	IDH3A	Gene
Gene::57720	GPR107	Gene
Gene::8153	RND2	Gene
Gene::54809	SAMD9	Gene
Gene::8448	DOC2A	Gene
Gene::343	AQP8	Gene
Gene::255488	RNF144B	Gene
Gene::285989	ZNF789	Gene
Gene::2752	GLUL	Gene
Gene::680	BRS3	Gene
Gene::23220	DTX4	Gene
Pathway::WP1742_r71700	TP53 Network	Pathway
Gene::8828	NRP2	Gene
Pathway::PC7_7040	S1P1 pathway	Pathway
Gene::8857	FCGBP	Gene
Gene::114783	LMTK3	Gene
Gene::55664	CDC37L1	Gene
Gene::1120	CHKB	Gene
Gene::340719	NANOS1	Gene
Gene::8092	ALX1	Gene
Gene::8609	KLF7	Gene
Gene::81493	SYNC	Gene
Gene::94274	PPP1R14A	Gene
Gene::2120	ETV6	Gene
Gene::1991	ELANE	Gene
Gene::50511	SYCP3	Gene
Gene::5108	PCM1	Gene
Gene::27012	KCNV1	Gene
Gene::55798	METTL2B	Gene
Gene::710	SERPING1	Gene
Gene::65249	ZSWIM4	Gene
Gene::57125	PLXDC1	Gene
Gene::25950	RWDD3	Gene
Pathway::PC7_3845	FMO oxidises nucleophiles	Pathway
Gene::114991	ZNF618	Gene
Pathway::WP1995_r69910	Effects of Nitric Oxide	Pathway
Gene::23585	TMEM50A	Gene
Gene::401666	OR51A4	Gene
Gene::3914	LAMB3	Gene
Gene::5725	PTBP1	Gene
Pathway::PC7_4619	IL3-mediated signaling events	Pathway
Gene::374655	ZNF710	Gene
Gene::8876	VNN1	Gene
Gene::643641	ZNF862	Gene
Pathway::PC7_2948	DNA Damage Reversal	Pathway
Gene::79009	DDX50	Gene
Gene::81030	ZBP1	Gene
Gene::126626	GABPB2	Gene
Gene::23047	PDS5B	Gene
Pathway::PC7_2831	Cyclin B2 mediated events	Pathway
Gene::51375	SNX7	Gene
Gene::55361	PI4K2A	Gene
Gene::5927	KDM5A	Gene
Gene::9698	PUM1	Gene
Disease::DOID:13223	uterine fibroid	Disease
Gene::84926	SPRYD3	Gene
Gene::149466	C1orf210	Gene
Gene::3455	IFNAR2	Gene
Gene::7485	WRB	Gene
Gene::79870	BAALC	Gene
Gene::57688	ZSWIM6	Gene
Pathway::PC7_7393	Scavenging by Class B Receptors	Pathway
Gene::50632	CALY	Gene
Gene::6143	RPL19	Gene
Gene::201294	UNC13D	Gene
Gene::150094	SIK1	Gene
Gene::246243	RNASEH1	Gene
Gene::92399	MRRF	Gene
Gene::350383	GPR142	Gene
Gene::10732	TCFL5	Gene
Gene::402665	IGLON5	Gene
Gene::84541	KBTBD8	Gene
Gene::6885	MAP3K7	Gene
Gene::403244	OR2T35	Gene
Gene::392255	GDF6	Gene
Gene::4644	MYO5A	Gene
Gene::8930	MBD4	Gene
Gene::9966	TNFSF15	Gene
Gene::138046	RALYL	Gene
Gene::22863	ATG14	Gene
Gene::93058	COQ10A	Gene
Gene::1474	CST6	Gene
Gene::3276	PRMT1	Gene
Gene::2915	GRM5	Gene
Gene::3693	ITGB5	Gene
Gene::81892	SLIRP	Gene
Gene::53904	MYO3A	Gene
Gene::22983	MAST1	Gene
Gene::23125	CAMTA2	Gene
Gene::2622	GAS8	Gene
Gene::117156	SCGB3A2	Gene
Gene::5287	PIK3C2B	Gene
Gene::7922	SLC39A7	Gene
Gene::400961	PAIP2B	Gene
Gene::9729	KIAA0408	Gene
Pathway::PC7_7765	Synthesis of very long-chain fatty acyl-CoAs	Pathway
Gene::285598	ARL10	Gene
Gene::83746	L3MBTL2	Gene
Gene::441250	TYW1B	Gene
Gene::339229	OXLD1	Gene
Gene::7637	ZNF84	Gene
Gene::10332	CLEC4M	Gene
Gene::51776	ZAK	Gene
Pathway::PC7_3419	EPHA2 forward signaling	Pathway
Gene::654231	OCM	Gene
Gene::6001	RGS10	Gene
Gene::23779	ARHGAP8	Gene
Gene::28982	FLVCR1	Gene
Gene::157777	MCMDC2	Gene
Gene::2356	FPGS	Gene
Gene::353143	LCE3B	Gene
Gene::134288	TMEM174	Gene
Gene::8772	FADD	Gene
Gene::90353	CTU1	Gene
Pathway::PC7_6913	Regulation of nuclear SMAD2/3 signaling	Pathway
Gene::5128	CDK17	Gene
Gene::54662	TBC1D13	Gene
Gene::64768	IPPK	Gene
Gene::170692	ADAMTS18	Gene
Gene::92949	ADAMTSL1	Gene
Gene::79944	L2HGDH	Gene
Gene::11179	ZNF277	Gene
Gene::9399	STOML1	Gene
Gene::6843	VAMP1	Gene
Gene::146923	RUNDC1	Gene
Gene::9775	EIF4A3	Gene
Gene::83483	PLVAP	Gene
Gene::54995	OXSM	Gene
Gene::7762	ZNF215	Gene
Gene::127579	DCST2	Gene
Gene::221823	PRPS1L1	Gene
Gene::55201	MAP1S	Gene
Gene::6687	SPG7	Gene
Gene::7633	ZNF79	Gene
Gene::10840	ALDH1L1	Gene
Gene::50944	SHANK1	Gene
Gene::7205	TRIP6	Gene
Gene::2312	FLG	Gene
Gene::23092	ARHGAP26	Gene
Gene::396	ARHGDIA	Gene
Gene::79862	ZNF669	Gene
Gene::155368	WBSCR27	Gene
Gene::26018	LRIG1	Gene
Pathway::PC7_3421	EPHB-mediated forward signaling	Pathway
Gene::11122	PTPRT	Gene
Gene::64499	TPSB2	Gene
Gene::8509	NDST2	Gene
Gene::222950	NYAP1	Gene
Gene::729747	ZNF878	Gene
Gene::29785	CYP2S1	Gene
Gene::29850	TRPM5	Gene
Gene::23505	TMEM131	Gene
Gene::132204	SYNPR	Gene
Gene::146212	KCTD19	Gene
Gene::149628	PYHIN1	Gene
Gene::6566	SLC16A1	Gene
Pathway::PC7_5515	Mitochondrial biogenesis	Pathway
Gene::25803	SPDEF	Gene
Gene::9437	NCR1	Gene
Gene::2899	GRIK3	Gene
Gene::64093	SMOC1	Gene
Gene::27107	ZBTB11	Gene
Gene::91663	MYADM	Gene
Gene::3290	HSD11B1	Gene
Gene::474344	GIMAP6	Gene
Gene::7267	TTC3	Gene
Pathway::PC7_7446	Signaling by ERBB4	Pathway
Gene::648	BMI1	Gene
Gene::5330	PLCB2	Gene
Pathway::PC7_2520	Cell Cycle Checkpoints	Pathway
Gene::22897	CEP164	Gene
Pathway::PC7_1859	Autodegradation of the E3 ubiquitin ligase COP1	Pathway
Gene::85015	USP45	Gene
Gene::11237	RNF24	Gene
Gene::140775	SMCR8	Gene
Gene::222171	PRR15	Gene
Gene::5577	PRKAR2B	Gene
Gene::57521	RPTOR	Gene
Pathway::WP2118_r71265	Arrhythmogenic Right Ventricular Cardiomyopathy	Pathway
Gene::57407	NMRAL1	Gene
Pathway::PC7_4018	GABA synthesis	Pathway
Gene::79822	ARHGAP28	Gene
Gene::25921	ZDHHC5	Gene
Gene::57621	ZBTB2	Gene
Gene::7352	UCP3	Gene
Gene::8630	HSD17B6	Gene
Pathway::PC7_8340	Transmission across Chemical Synapses	Pathway
Gene::9585	KIF20B	Gene
Gene::1387	CREBBP	Gene
Gene::11068	CYB561D2	Gene
Gene::10651	MTX2	Gene
Gene::159989	CCDC67	Gene
Gene::51621	KLF13	Gene
Gene::54943	DNAJC28	Gene
Pathway::PC7_3981	Free fatty acid receptors	Pathway
Gene::359787	DPPA3	Gene
Gene::375567	VWC2	Gene
Gene::284433	OR10H5	Gene
Gene::19	ABCA1	Gene
Gene::79191	IRX3	Gene
Gene::3595	IL12RB2	Gene
Gene::7703	PCGF2	Gene
Gene::146705	ENTHD2	Gene
Gene::116449	CLNK	Gene
Gene::55088	CCDC186	Gene
Gene::6768	ST14	Gene
Gene::79727	LIN28A	Gene
Gene::4199	ME1	Gene
Gene::3725	JUN	Gene
Gene::3268	AGFG2	Gene
Gene::8972	MGAM	Gene
Gene::6927	HNF1A	Gene
Gene::10193	RNF41	Gene
Gene::84503	ZNF527	Gene
Gene::9397	NMT2	Gene
Gene::341116	MS4A10	Gene
Gene::58477	SRPRB	Gene
Gene::400818	NBPF9	Gene
Gene::23229	ARHGEF9	Gene
Gene::140901	STK35	Gene
Pathway::PC7_5967	Non-coding RNA Metabolism	Pathway
Gene::221895	JAZF1	Gene
Gene::7097	TLR2	Gene
Gene::147700	KLC3	Gene
Gene::23647	ARFIP2	Gene
Gene::79875	THSD4	Gene
Gene::9794	MAML1	Gene
Gene::51134	CEP83	Gene
Gene::3678	ITGA5	Gene
Pathway::PC7_6065	Orphan transporters	Pathway
Gene::23355	VPS8	Gene
Gene::3745	KCNB1	Gene
Gene::92140	MTDH	Gene
Gene::3587	IL10RA	Gene
Gene::10825	NEU3	Gene
Gene::56344	CABP5	Gene
Gene::254427	PROSER2	Gene
Gene::6196	RPS6KA2	Gene
Pathway::PC7_5985	Nuclear Envelope Breakdown	Pathway
Gene::143941	TTC36	Gene
Gene::1576	CYP3A4	Gene
Gene::7023	TFAP4	Gene
Gene::55284	UBE2W	Gene
Gene::9469	CHST3	Gene
Gene::124857	WFIKKN2	Gene
Gene::130576	LYPD6B	Gene
Gene::5409	PNMT	Gene
Gene::112936	VPS26B	Gene
Gene::57795	BRINP2	Gene
Gene::6833	ABCC8	Gene
Pathway::PC7_7660	Stabilization and expansion of the E-cadherin adherens junction	Pathway
Gene::7044	LEFTY2	Gene
Gene::79922	MRM1	Gene
Gene::8450	CUL4B	Gene
Gene::84667	HES7	Gene
Gene::3385	ICAM3	Gene
Gene::799	CALCR	Gene
Gene::54959	ODAM	Gene
Gene::160419	C12orf50	Gene
Gene::144715	RAD9B	Gene
Gene::3209	HOXA13	Gene
Gene::135927	C7orf34	Gene
Pathway::PC7_2946	DNA Damage Bypass	Pathway
Gene::10786	SLC17A3	Gene
Gene::5406	PNLIP	Gene
Gene::5756	TWF1	Gene
Gene::6092	ROBO2	Gene
Gene::10383	TUBB4B	Gene
Gene::148266	ZNF569	Gene
Gene::55283	MCOLN3	Gene
Gene::462	SERPINC1	Gene
Gene::116085	SLC22A12	Gene
Pathway::WP106_r74147	Alanine and aspartate metabolism	Pathway
Gene::26245	OR2M4	Gene
Gene::143241	DYDC1	Gene
Gene::54971	BANP	Gene
Gene::56965	PARP6	Gene
Gene::58509	CACTIN	Gene
Gene::2558	GABRA5	Gene
Gene::8854	ALDH1A2	Gene
Gene::170627	XAGE5	Gene
Disease::DOID:2355	anemia	Disease
Pathway::PC7_1516	Activated NOTCH1 Transmits Signal to the Nucleus	Pathway
Gene::149076	ZNF362	Gene
Gene::51060	TXNDC12	Gene
Gene::580	BARD1	Gene
Gene::9616	RNF7	Gene
Gene::6311	ATXN2	Gene
Gene::100861412	FSBP	Gene
Gene::51703	ACSL5	Gene
Gene::9092	SART1	Gene
Gene::56833	SLAMF8	Gene
Gene::776	CACNA1D	Gene
Gene::10136	CELA3A	Gene
Pathway::PC7_8330	Transferrin endocytosis and recycling	Pathway
Pathway::PC7_5325	Metabolism of folate and pterines	Pathway
Gene::3598	IL13RA2	Gene
Gene::11275	KLHL2	Gene
Gene::27097	TAF5L	Gene
Gene::286827	TRIM59	Gene
Gene::5082	PDCL	Gene
Gene::84649	DGAT2	Gene
Gene::2321	FLT1	Gene
Gene::84886	C1orf198	Gene
Gene::257415	FAM133B	Gene
Gene::7436	VLDLR	Gene
Gene::266	AMELY	Gene
Gene::55365	TMEM176A	Gene
Gene::2055	CLN8	Gene
Gene::4830	NME1	Gene
Gene::6990	DYNLT3	Gene
Gene::50833	TAS2R16	Gene
Pathway::PC7_1232	Acetylcholine Neurotransmitter Release Cycle	Pathway
Gene::126282	TNFAIP8L1	Gene
Gene::10181	RBM5	Gene
Gene::23002	DAAM1	Gene
Gene::29935	RPA4	Gene
Gene::93661	CAPZA3	Gene
Gene::157769	FAM91A1	Gene
Gene::114879	OSBPL5	Gene
Gene::11082	ESM1	Gene
Pathway::WP289_r81078	Myometrial Relaxation and Contraction Pathways	Pathway
Gene::644815	FAM83G	Gene
Gene::25840	METTL7A	Gene
Gene::124935	SLC43A2	Gene
Gene::6449	SGTA	Gene
Gene::6726	SRP9	Gene
Gene::81611	ANP32E	Gene
Gene::925	CD8A	Gene
Gene::445372	TRIM6-TRIM34	Gene
Gene::841	CASP8	Gene
Gene::56245	C21orf62	Gene
Gene::9837	GINS1	Gene
Gene::64087	MCCC2	Gene
Gene::55666	NPLOC4	Gene
Gene::4238	MFAP3	Gene
Gene::54796	BNC2	Gene
Gene::5965	RECQL	Gene
Gene::55704	CCDC88A	Gene
Gene::4201	MEA1	Gene
Gene::389524	GTF2IRD2B	Gene
Gene::9812	KIAA0141	Gene
Gene::283450	HECTD4	Gene
Gene::57054	DAZ3	Gene
Gene::403253	OR4A47	Gene
Pathway::PC7_4769	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	Pathway
Gene::254187	TSGA10IP	Gene
Gene::51773	RSF1	Gene
Gene::84694	GJA10	Gene
Pathway::WP45_r80001	G1 to S cell cycle control	Pathway
